function,lib,name
GENERAL_NAME_cmp,libcrypto,GENERAL_NAME_cmp
BIO_new_NDEF,libcrypto,BIO_new_NDEF
ndef_suffix,libcrypto,ndef_suffix
BN_mod_sqrt,libcrypto,BN_mod_sqrt
ossl_bn_rsa_do_unblind,libcrypto,ossl_bn_rsa_do_unblind
PEM_read_bio_ex,libcrypto,PEM_read_bio_ex
level_find_node,libcrypto,level_find_node
rsa_ossl_private_decrypt,libcrypto,rsa_ossl_private_decrypt
DH_check,libcrypto,DH_check
check_policy,libcrypto,check_policy
X509_policy_check,libcrypto,X509_policy_check
level_add_node,libcrypto,level_add_node
OBJ_obj2txt,libcrypto,OBJ_obj2txt
