function,lib,name
ssl_update_cache,libssl,ssl_update_cache
ossl_dsa_check_pub_key_partial,libcrypto,ossl_dsa_check_pub_key_partial
ossl_dsa_check_pub_key,libcrypto,ossl_dsa_check_pub_key
ossl_dsa_check_params,libcrypto,ossl_dsa_check_params
ssl_session_dup,libssl,ssl_session_dup
tls_construct_server_hello,libssl,tls_construct_server_hello
dsa_precheck_params,libcrypto,dsa_precheck_params
ssl_session_dup_intern,libssl,ssl_session_dup_intern
SSL_free_buffers,libssl,SSL_free_buffers
ossl_dsa_check_priv_key,libcrypto,ossl_dsa_check_priv_key
SSL_SESSION_dup,libssl,SSL_SESSION_dup
RECORD_LAYER_data_present,libssl,RECORD_LAYER_data_present
ossl_dsa_check_pairwise,libcrypto,ossl_dsa_check_pairwise
