function,lib,name
_tr_tally,libz,sub_BD14
deflate_fast,libz,not match
compress_block,libz,not match
deflateInit2_,libz,deflateInit2_
_tr_flush_block,libz,not match
deflatePrime,libz,deflatePrime
inflate,libz,inflate
deflate_slow,libz,not match
deflateCopy,libz,deflateCopy
