internalEntityProcessor,libexpat,Top-25+bb_hash (6)
defineAttribute,libexpat,Top-25+bb_hash (8)
XML_ExternalEntityParserCreate,libexpat,Top-1 (51)
nextScaffoldPart,libexpat,Top-1 (19)
setElementTypePrefix,libexpat,Top-1 (21)
XML_GetBuffer,libexpat,Top-1 (33)
externalParEntProcessor,libexpat,Top-25+bb_hash (5)
initializeEncoding,libexpat,Top-1 (4)
storeAtts,libexpat,Top-1 (63)
parserCreate,libexpat,Top-1 (20)
storeRawNames,libexpat,Top-1 (3)
getElementType,libexpat,Top-1 (7)
lookup,libexpat,Top-1 (54)
processInternalEntity,libexpat,Top-1 (2)
doProlog,libexpat,Top-1 (121)
addBinding,libexpat,Top-1 (15)
