CVE-2023-34969,1.12.24,1.12.28,dbus-daemon,bus_transaction_send_from_driver,bus_transaction_send_from_driver
CVE-2023-34969,1.12.24,1.12.28,libdbus,_dbus_connection_get_next_client_serial,_dbus_connection_get_next_client_serial
