CVE-2019-17498,1.9.0,1.10.0,libssh2,_libssh2_packet_add,_libssh2_packet_add
CVE-2020-22218,1.9.0,1.10.0,libssh2,_libssh2_transport_read,_libssh2_transport_read
CVE-2023-48795,1.9.0,master,libssh2,kex_agree_instr,kex_agree_instr
CVE-2023-48795,1.9.0,master,libssh2,_libssh2_kex_agree_instr,_libssh2_kex_agree_instr
