CVE-2021-39537,6.3,libtic,cvtchar
CVE-2022029458,6.4,libtic,_nc_init_entry
CVE-2022029458,6.4,libtic,_nc_save_str
CVE-2022029458,6.4,libtinfo,convert_strings
CVE-2022029458,6.4,libtinfo,_nc_read_tic_entry
