function,lib,name
deflate_fast,libz,deflate_fast
inflate,libz,inflate
_tr_init,libz,_tr_init
_tr_tally,libz,_tr_tally
deflatePrime,libz,deflatePrime
deflateCopy,libz,deflateCopy
_tr_flush_block,libz,_tr_flush_block
compress_block,libz,compress_block
deflate_slow,libz,deflate_slow
deflateInit2_,libz,deflateInit2_
