function,lib,name
deflate_fast,libz,deflate_fast
inflate,libz,inflate
compress_block,libz,compress_block
deflatePrime,libz,deflatePrime
deflateCopy,libz,deflateCopy
deflateInit2_,libz,deflateInit2_
_tr_flush_block,libz,_tr_flush_block
deflate_slow,libz,deflate_slow
_tr_tally,libz,_tr_tally
