function,lib,name
archive_write_disk_set_acls,libarchive,archive_write_disk_set_acls
archive_read_format_zip_read_data,libarchive,archive_read_format_zip_read_data
archive_wstring_append_from_mbs,libarchive,archive_wstring_append_from_mbs
__archive_write_allocate_filter,libarchive,__archive_write_allocate_filter
strncat_from_utf8_libarchive2,libarchive,strncat_from_utf8_libarchive2
archive_write_open2,libarchive,archive_write_open2
create_dir,libarchive,create_dir
process_base_block,libarchive,process_base_block
current_fixup,libarchive,current_fixup
_archive_write_disk_close,libarchive,_archive_write_disk_close
archive_string_append_from_wcs,libarchive,archive_string_append_from_wcs
