CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseName,xmlParseName
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseNCName,sub_2C1AC
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseStringName,sub_2AD14
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseNmtoken,xmlParseNmtoken
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseEntityValue,xmlParseEntityValue
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseAttValueInternal,sub_31A58
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseSystemLiteral,sub_63640
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParsePubidLiteral,xmlParsePubidLiteral
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseComment,xmlParseComment
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParsePI,xmlParsePI
CVE-2022-40303,2.9.14,2.10.3,libxml2,xmlParseCDSect,xmlParseCDSect
CVE-2022-40304,2.9.14,2.10.3,libxml2,xmlCreateEntity,sub_1ED74
CVE-2022-40304,2.9.14,2.10.3,libxml2,xmlFreeEntity,sub_1EF24
CVE-2023-28484,2.9.14,2.10.4,libxml2,xmlSchemaFixupComplexType,sub_BD724
CVE-2023-29469,2.9.14,2.10.4,libxml2,xmlDictComputeFastKey,sub_E6DD4
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlStringGetNodeList,xmlStringGetNodeList
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlParseReference,xmlParseReference
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlSAX2ExternalSubset,xmlSAX2ExternalSubset
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlSkipBlankChars,xmlSkipBlankChars
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlNewDocNodeEatName,xmlNewDocNodeEatName
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlNewPropInternal,sub_454E8
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlCreatePushParserCtxt,xmlCreatePushParserCtxt
CVE-2023-45322,2.9.14,2.11.0,libxml2,xmlStaticCopyNodeList,sub_4ABB8
